FAMID,AGEFAM,CRNTWG,RETAGE,SPENDING,FINCAP
3227,37.7,54834,67,46575,-96400
3228,30.5,25336,58,24934,77753
3229,73.7,0,57,23860,325314
3230,41.7,34197,60,27034,151827
3231,60.5,59701,73,32370,68983
3232,74.6,0,60,40916,592419
3233,57.6,111678,62,69907,946673
3234,48.6,74909,57,57391,759828
3235,89.8,0,66,42427,313931
3236,72.4,0,62,60066,978963
3237,92.8,0,71,48438,157429
3238,92.1,0,74,57858,126174
3239,64.5,101157,65,63421,1134375
3240,52.4,85610,73,65872,-40505
3241,66.4,128926,74,71970,413026
3242,64,0,56,21654,416991
3243,57.8,84780,68,48565,317124
3244,65.2,74207,74,44064,291028
3245,75.4,0,61,76512,1044988
3246,67.9,0,64,32171,479900
3247,36.9,65266,56,61804,462013
3248,35.4,22865,71,21086,-41098
3249,73.9,140755,74,72413,1118450
3250,72.2,0,70,32025,508342
3251,54.4,30888,67,22475,169834
3252,75.7,0,75,29395,391250
3253,82.9,0,72,73270,733903
3254,52.3,86403,58,64062,916408
3255,57.5,122482,74,62528,-465703
3256,44.2,31567,61,26505,156906
3257,32.7,80821,65,76559,105566
3258,91.4,0,66,49950,170353
3259,80.8,0,68,50237,553979
3260,70.4,0,63,61674,1041470
3261,84.4,0,69,35994,322682
3262,83.4,0,57,73407,720941
3263,83.9,0,57,44744,359574
3264,62.8,112773,68,68718,812253
3265,43.5,110330,68,73416,-449668
3266,61.7,0,59,59782,1168130
3267,31.5,47252,71,45508,-108523
3268,36.5,54841,60,49475,196859
3269,42,82502,61,72674,401630
3270,89.7,0,63,73090,380594
3271,88.1,0,59,49404,218201
3272,36.2,49420,62,43910,184060
3273,42.9,47955,72,33980,-289356
3274,90.8,0,57,52594,200682
3275,36.4,29652,72,27847,-40833
3276,89,0,74,56404,310341
3277,92.7,0,67,28666,36658
3278,68.5,88747,75,44918,249919
3279,65,90620,67,47237,718543
3280,81.1,0,60,22971,271993
3281,83.4,0,56,28234,261650
3282,79.9,0,58,20376,196686
3283,73.4,0,55,23622,320034
3284,70.8,0,57,23931,374759
3285,50.3,78626,69,60187,129055
3286,71.1,0,58,26668,448698
3287,91.1,0,69,63759,239695
3288,61.1,43990,72,20296,-59201
3289,66.4,0,59,48355,881402
3290,45.2,35917,66,27813,15402
3291,46.8,27396,62,25018,153043
3292,47.9,106697,56,75232,923649
3293,86,0,56,58515,371089
3294,77.2,0,70,26023,352528
3295,45.4,75397,75,64517,-168749
3296,48.4,62088,72,41693,-296509
3297,47.1,50054,62,34876,263560
3298,89.6,0,74,34466,103041
3299,39.3,63158,73,54265,-84369
3300,62.6,0,56,65436,1240377
3301,73.9,0,70,51915,585528
3302,68.9,64119,69,40642,706119
3303,50.6,54725,61,40093,412077
3304,94.3,0,67,55334,35157
3305,84.7,0,72,47707,414365
3306,80.2,0,61,54892,613572
3307,75.2,0,60,25118,424679
3308,47.6,59312,72,45047,-111280
3309,30.1,41897,61,41166,73431
3310,41.6,69653,60,61461,434315
3311,62.9,0,61,25068,516753
3312,48.7,103263,63,77331,483307
3313,32.2,79310,56,76544,433075
3314,70.6,0,63,25916,389849
3315,77,0,73,44904,561455
3316,45,36664,58,26527,238393
3317,31.1,31097,61,30166,59511
3318,61.6,0,61,37430,790085
3319,66.9,0,64,25329,513100
3320,90,0,61,35512,196828
3321,57.3,111606,73,71292,-2811
3322,40.3,67859,58,61495,479644
3323,48.8,92665,69,60625,-215224
3324,83.2,0,73,39039,332697
3325,38.7,75727,55,62102,453509
3326,77,0,72,20205,264965
3327,64.8,60584,68,37821,532864
3328,49,100750,66,77315,367009
3329,70.6,0,67,76806,1224384
3330,58.2,124463,59,79060,1497992
3331,50.4,58145,64,44936,284466
3332,31.2,74061,62,70806,79756
3333,45.4,77333,57,58530,526528
3334,39.3,25243,56,22550,142187
3335,35.1,45724,56,40514,315074
3336,81.9,0,65,65613,594827
3337,86,0,70,22418,183503
3338,58.3,80835,63,49968,728288
3339,62.7,113109,72,62243,232467
3340,62.3,90190,74,54581,115887
3341,38.5,59569,56,50929,346875
3342,33.3,80502,75,76750,-287579
3343,66.5,60113,75,40152,296056
3344,88.7,0,65,39083,207593
3345,41.7,33608,65,29335,89025
3346,64.5,0,57,57913,1075061
3347,79.4,0,61,75816,903423
3348,38.3,23696,72,20233,-98567
3349,48.4,114288,68,75967,-30124
3350,73.3,0,71,59167,856389
3351,64.9,76952,75,42123,-743
3352,78.6,0,63,64000,773612
3353,73.5,0,67,76356,1137139
3354,75.7,0,71,68121,956355
3355,59.5,92361,67,65605,675448
3356,47.6,27530,59,20883,106291
3357,42.2,105980,59,78179,323461
3358,48.9,54364,58,38594,501137
3359,65.4,30271,73,23354,208423
3360,91.8,0,74,54983,149735
3361,62.1,0,57,30232,637694
3362,86.1,0,69,65356,458982
3363,92.8,0,68,40330,50303
3364,43.2,65712,63,61376,415840
3365,68.9,0,57,41928,740035
3366,30.3,63248,63,61890,80893
3367,89.9,0,62,44850,169930
3368,56.6,31701,60,20256,379253
3369,40.5,37959,58,33815,290273
3370,86.6,0,62,62151,553516
3371,94.6,0,68,23137,58149
3372,45.6,40372,68,32769,38606
3373,74.7,0,74,57443,875428
3374,34.3,50728,67,46858,-58782
3375,54.4,89217,71,72390,382861
3376,40.6,95487,60,78344,285775
3377,49.9,101139,60,74197,805183
3378,78.4,0,67,28621,265837
3379,94.5,0,65,39602,37326
3380,49.1,75978,64,61727,439638
3381,53,33067,61,20574,145009
3382,87,0,74,52892,305079
3383,56.3,63257,68,47282,390882
3384,87.9,0,65,34553,235524
3385,70.1,0,68,21580,329720
3386,37.9,50650,68,43540,-96225
3387,75.1,0,59,60157,783591
3388,65,106293,67,45567,587137
3389,48.3,86664,55,64686,846854
3390,72.3,183421,75,78164,631925
3391,47.4,80458,67,53685,-81366
3392,38.1,55288,68,45832,-140408
3393,87.6,0,74,56651,287403
3394,82.1,0,70,58894,753693
3395,47.6,60910,61,51544,435316
3396,59,138299,62,77464,1141190
3397,85.5,0,56,55870,401726
3398,66.9,0,60,24830,431113
3399,51.5,47490,62,29495,193078
3400,87.1,0,69,72026,494563
3401,38.6,76102,65,66288,183047
3402,77.2,0,63,52807,680528
3403,37.6,51474,63,48843,192620
3404,84.8,0,56,50586,421370
3405,31.2,43722,56,42214,162806
3406,72.2,0,57,39099,612920
3407,69,122286,69,69343,1173004
3408,92.8,0,59,55413,43392
3409,55.3,94393,72,56066,-183557
3410,55.3,37836,56,25730,483595
3411,52.4,88290,62,55377,438818
3412,78,0,59,30833,369799
3413,49.3,26620,61,20059,165749
3414,60.8,0,56,22250,510802
3415,74.3,0,61,58387,884579
3416,67.8,0,56,38819,669332
3417,45.9,27908,61,20338,215623
3418,82.7,0,62,53820,559546
3419,94.1,0,66,62343,96899
3420,88.1,0,69,73781,344529
3421,74.2,0,60,38857,651475
3422,47.1,93992,64,69657,284867
3423,54.7,52662,73,38347,45425
3424,83.8,0,65,50344,440913
3425,65.2,32286,72,27332,376737
3426,91.8,0,61,21735,42139
3427,90.8,0,64,59293,217955
3428,56.8,61040,67,35040,141269
3429,68.7,0,63,71009,1280425
3430,78.3,0,65,78063,945756
3431,51.2,36155,64,29569,303619
3432,84,0,62,34544,285995
3433,80.2,0,70,75629,879282
3434,78.1,0,70,46737,567590
3435,77.7,0,66,69672,905331
3436,42.7,41931,65,31799,44124
3437,78.1,0,59,77960,957136
3438,44.9,53168,73,41005,-151175
3439,73.2,0,69,58334,921383
3440,68.3,46112,71,30110,462063
3441,48.2,86262,73,64585,-251127
3442,58.1,0,57,37911,774651
3443,48,59164,58,46596,573837
3444,78,0,69,74276,930907
3445,76.4,0,72,25802,341551
3446,32.7,71259,71,68060,-188088
3447,47.5,54047,67,41234,73385
3448,60.8,0,58,38086,736779
3449,38.3,37931,67,34688,42077
3450,46.6,86594,66,61233,-120875
3451,36.1,25104,67,21705,-69718
3452,42,63114,75,53882,-293276
3453,92.7,0,67,27066,154105
3454,41.7,75295,70,56457,-389917
3455,89.9,0,71,60139,348404
3456,81.8,0,55,30959,399547
3457,39.8,24557,74,21307,-147179
3458,30.5,79402,73,77686,-285870
3459,85.9,0,73,67243,503510
3460,31.7,76822,72,74263,-172126
3461,72.1,0,64,23254,384849
3462,92.6,0,71,23932,93969
3463,70.6,0,63,57231,856432
3464,54.6,37243,57,25959,591963
3465,30.8,75270,62,73187,93253
3466,75,0,70,50369,768801
3467,73.8,0,61,46445,791121
3468,58,64269,69,43824,285808
3469,52.8,104296,58,72266,1069391
3470,42.4,40467,64,31567,-76815
3471,90.9,0,75,36321,142434
3472,52.8,112663,68,76916,209175
3473,52.4,99179,62,78340,767737
3474,78.9,0,61,48154,589727
3475,61.5,0,56,19782,328571
3476,83.5,0,72,73838,668218
3477,39.9,86732,69,76904,-89859
3478,33.4,52130,74,49630,-225906
3479,62.7,61562,69,37788,339655
3480,33.6,83069,74,76207,-434490
3481,76,0,62,64125,896982
3482,62.8,0,60,34787,711333
3483,65.4,0,61,37432,668126
3484,71.8,0,68,45586,737332
3485,55.2,82531,73,57324,-6906
3486,45.9,41408,69,38496,130110
3487,76.1,0,63,21471,268642
3488,47.4,78677,58,58519,631764
3489,41.1,38762,62,30420,97277
3490,57.7,88636,58,68762,1494369
3491,59.7,48887,71,27307,120910
3492,73.5,0,73,60014,920362
3493,68.2,0,62,40666,707472
3494,49.4,40525,71,30148,-48783
3495,49,59853,68,50129,119584
3496,62.2,0,57,55885,1093771
3497,49,49883,57,35643,356819
3498,62,95369,66,48948,629899
3499,66.5,0,59,67128,1153240
3500,38.8,43753,67,37196,-5165
3501,92.4,0,56,75792,263197
3502,43,57650,57,48901,545684
3503,71.2,0,56,29502,486589
3504,88.2,0,61,67306,430088
3505,39.3,54104,57,46002,341346
3506,87,0,73,22562,144806
3507,47.1,62314,74,56616,-11685
3508,91.8,0,59,57591,215162
3509,47.6,27543,68,20793,48111
3510,59.3,76693,67,47164,442418
3511,78.1,0,67,36437,475532
3512,71.4,0,60,22305,392718
3513,38.7,87986,62,69144,100365
3514,64.1,63574,67,34199,445349
3515,69.3,0,66,25645,576968
3516,44.8,77878,55,68660,928879
3517,53.7,109925,71,76380,99008
3518,54.2,87442,70,61127,143488
3519,32,43464,70,41237,-93638
3520,36.5,57238,57,51924,292419
3521,81.1,0,60,27510,283799
3522,87.4,0,75,30344,292040
3523,39.8,56630,60,46490,244475
3524,78.6,0,75,58420,716204
3525,85.9,0,62,64558,482936
3526,53.2,109478,64,72315,505405
3527,41.1,72487,61,64212,355626
3528,44,34890,60,29841,264283
3529,91.4,0,59,61978,239512
3530,85.1,0,65,77481,611382
3531,71.9,0,59,76869,1195859
3532,86.8,0,75,57290,458227
3533,82,0,55,46119,453529
3534,30,54488,69,53211,-91751
3535,91,0,70,62337,66395
3536,67.9,188995,68,69731,1177072
3537,45.5,98028,56,67829,680930
3538,46.2,39338,62,35219,354691
3539,78.5,0,69,49064,596086
3540,42.5,43669,63,34781,84306
3541,61.7,31485,65,19770,338579
3542,71.3,0,63,45851,736328
3543,66.5,83032,67,42552,711322
3544,51.9,38336,71,31352,55417
3545,66,0,57,60635,1156469
3546,52.8,73443,63,54310,497120
3547,47.3,49416,56,40627,559474
3548,54.3,79936,74,46782,-307468
3549,92.1,0,58,64437,206723
3550,61.7,42497,74,29364,84806
3551,30.5,21464,60,20948,42405
3552,55.9,90874,61,59959,820240
3553,67.1,0,58,37823,685149
3554,78.7,0,68,70298,909347
3555,93.1,0,62,64688,121132
3556,86.2,0,69,69469,499208
3557,49.1,31472,67,22441,-4813
3558,94.6,0,60,60918,-2649
3559,59.5,51186,68,33064,185902
3560,73.2,0,63,74163,1206548
3561,69.8,74133,73,49820,569911
3562,56.9,101666,69,76354,492403
3563,59.6,92651,63,71847,1214564
3564,35.5,84635,70,78359,-173361
3565,31.8,78569,74,75319,-345110
3566,75.3,0,61,74803,1086230
3567,61.7,0,57,55061,1153993
3568,47.3,83506,59,66222,692217
3569,35.7,72353,62,65447,113900
3570,67.8,146940,70,72594,909367
3571,39.5,95006,65,78668,-12201
3572,51.4,56091,62,28834,111888
3573,94,0,74,33793,102202
3574,40.5,86856,71,66771,-373559
3575,71.9,0,68,46996,640315
3576,33.5,83025,68,77477,-113102
3577,76.5,0,66,65985,846623
3578,76.1,0,70,43090,654370
3579,93.2,0,63,49052,145953
3580,72.9,0,62,37710,535237
3581,93.5,0,59,40586,-67643
3582,36.5,35556,65,30864,-14714
3583,50.8,28071,71,23521,124558
3584,64.6,110649,66,74420,1245372
3585,71.7,0,64,27490,455900
3586,51.1,56393,67,43709,232432
3587,34.8,52809,65,47525,-14682
3588,42.7,72709,56,60620,585928
3589,41.3,83697,69,72268,-42414
3590,60.1,57718,63,43474,690821
3591,54.8,31892,57,26554,425621
3592,44.8,74912,73,60788,-125565
3593,50.4,37862,62,28437,244251
3594,89.1,0,75,59423,338137
3595,89.5,0,64,60008,263614
3596,42.8,75248,65,59844,88194
3597,94.5,0,58,74578,55477
3598,77.2,0,72,57899,808632
3599,45.7,51175,57,33052,229007
3600,49.3,51749,63,40812,274393
3601,50.7,38683,74,34948,46410
3602,80.9,0,62,67731,741017
3603,30.6,58561,58,57056,200569
3604,54.5,61534,61,39450,426284
3605,91.7,0,67,40040,140209
3606,72.5,0,68,30370,501703
3607,66.4,0,56,56774,1005427
3608,38.1,72224,67,64760,83721
3609,85.5,0,70,38583,315313
3610,80.6,0,68,20140,307316
3611,67.5,0,60,33569,547062
3612,90,0,68,22497,102418
3613,41.5,44381,74,37572,-209934
3614,63.8,0,56,38021,801801
3615,76,0,64,44226,569997
3616,65.3,94197,70,62117,710780
3617,62.9,0,61,42941,857429
3618,73.2,0,73,40570,633120
3619,86.2,0,70,58538,439659
3620,51.8,108025,72,63375,-406780
3621,33.7,42407,62,40360,95104
3622,86.6,0,60,62966,457667
3623,53,63377,66,44468,166202
3624,85.8,0,60,71736,511597
3625,83.1,0,70,34489,313215
3626,51.4,88323,59,59221,735806
3627,55.7,81548,62,55705,681663
3628,73,0,56,40115,629119
3629,70.5,85133,75,50403,431000
3630,38.7,40361,59,34658,151550
3631,41.2,41497,70,33721,-33107
3632,59.2,65106,73,32939,-279773
3633,43.8,80606,61,60434,247829
3634,92.3,0,55,72684,157147
3635,87.8,0,63,35794,142169
3636,30.6,39250,57,38363,156670
3637,58.4,56241,70,36879,170874
3638,35.7,83431,73,75521,-339451
3639,86.8,0,67,77705,532961
3640,44.3,54094,66,46587,91559
3641,84.6,0,64,30424,253547
3642,93.7,0,67,40301,58870
3643,80.9,0,66,52311,654299
3644,33.6,58682,63,56326,155288
3645,63.5,0,55,28275,504265
3646,80.1,0,58,59242,734508
3647,33.3,27970,75,26264,-118880
3648,62.6,46483,70,32423,356888
3649,59.8,90084,70,52732,224122
3650,61.4,79494,63,38888,618348
3651,31.4,67074,56,64859,306319
3652,95,0,73,49643,-87857
3653,86.4,0,69,72773,490006
3654,57.6,83717,60,56230,941781
3655,92,0,56,72672,254076
3656,44.7,30432,61,26173,202812
3657,87.1,0,63,25221,189555
3658,77.7,0,63,42649,573298
3659,31.2,37801,59,35940,-11352
3660,70.4,0,70,24046,472273
3661,46.6,33908,60,25914,97671
3662,90.7,0,67,77261,328445
3663,36.4,26262,67,24300,-39733
3664,82.8,0,67,55055,570606
3665,63.9,65633,64,51239,1014004
3666,53.3,62660,59,46570,735988
3667,49.9,31692,73,21540,29029
3668,90.7,0,74,34907,142559
3669,77.7,0,64,50033,630217
3670,66.5,0,55,70185,1288971
3671,50.2,58068,58,45489,677236
3672,86.6,0,59,78018,514959
3673,60.8,0,60,27884,576782
3674,39.7,35257,58,30605,270821
3675,31.2,69414,68,67251,-127940
3676,37.5,79021,66,67319,-79387
3677,93.6,0,68,67985,167394
3678,49.3,86369,66,66510,209201
3679,69.4,0,55,59260,908038
3680,33.3,45352,65,42260,26339
3681,85.7,0,63,29362,239430
3682,71.7,0,57,65931,1098972
3683,52.3,66174,56,49994,842407
3684,45.4,74299,73,60682,-146054
3685,89.8,0,61,46015,147353
3686,74.2,0,56,67027,974111
3687,60.3,0,58,55441,1099653
3688,78.7,0,58,48406,551708
3689,43.4,38847,70,33183,-40225
3690,69.9,0,55,19882,286906
3691,65.2,0,57,73248,1342016
3692,88.4,0,72,64284,369403
3693,30.8,74985,61,72557,131123
3694,72.8,41950,73,22380,269681
3695,65.3,0,65,59681,1071126
3696,89.7,0,57,34834,109737
3697,65.3,131760,68,75733,1071000
3698,33.4,36563,66,34469,-30352
3699,78.3,0,66,65352,827676
3700,38.5,39938,61,34069,8655
3701,73.8,0,62,42138,646787
3702,30.4,48564,70,47843,-72685
3703,33.4,25796,60,24197,119792
3704,67.8,0,63,76524,1387750
3705,70.8,242656,75,77153,229889
3706,94,0,67,30869,38031
3707,41.8,50661,59,43120,257487
3708,42.5,65759,72,58932,-86111
3709,69.6,76545,75,45770,379508
3710,79.7,0,73,37395,507106
3711,72.2,0,58,31284,424591
3712,79.7,0,58,36629,379096
3713,76,0,55,24038,300818
3714,88.7,0,58,20632,114828
3715,74.8,0,60,53741,768251
3716,42.2,36050,59,30903,316334
3717,74.1,0,60,54456,722730
3718,41.8,93925,74,68759,-574970
3719,94.4,0,63,51489,71560
3720,43.1,48008,66,39680,75446
3721,68.2,40468,71,30882,440302
3722,68.9,0,63,78120,1212810
3723,70.7,152280,72,76097,1026162
3724,59.8,87751,65,65948,942285
3725,53.2,42658,61,28739,429543
3726,34.5,54188,71,48746,-253705
3727,33.8,48905,71,44925,-123641
3728,41.8,86794,66,69435,12589
3729,44.3,88402,70,68345,-206801
3730,40.4,81982,62,68108,163064
3731,73.7,0,65,56680,884744
3732,84.8,0,55,23834,233693
3733,56.6,84645,71,59847,169208
3734,31.9,27848,58,26740,127831
3735,55.6,67767,66,47913,287381
3736,67.6,0,60,73165,1314638
3737,71.5,0,62,21652,405436
3738,51.1,23123,73,19855,48666
3739,80.1,0,74,36810,437746
3740,92.6,0,58,75689,258631
3741,79.8,0,60,47236,553151
3742,41.1,44745,58,38817,290449
3743,51.1,69080,61,52394,698046
3744,36.7,38833,69,35587,-103736
3745,50.2,117746,74,73596,-539203
3746,60.1,51445,65,47222,670856
3747,73.6,0,65,76237,1106888
3748,47,28773,68,23735,34374
3749,86,0,72,73004,582671
3750,60.3,59374,63,28379,380979
3751,63.6,0,63,25229,513256
3752,72.1,0,56,54265,828541
3753,77,0,63,65135,783604
3754,93.9,0,74,55262,77554
3755,85.5,0,70,51302,367486
3756,60.9,81337,64,47138,749339
3757,90.2,0,65,39716,199448
3758,31.5,53826,70,51695,-82429
3759,53.5,90254,74,63186,-164997
3760,43.4,32730,72,30512,41523
3761,67.3,54919,71,43432,604651
3762,88.3,0,73,40561,224263
3763,42.1,37993,74,28797,-173586
3764,80.3,0,58,52712,551997
3765,31.8,57865,68,55339,-122691
3766,83.1,0,74,36357,288447
3767,79.1,0,72,45976,647231
3768,75.8,0,68,64773,874122
3769,66.6,0,65,24063,420932
3770,55.1,60690,61,41870,555976
3771,46.5,101353,70,70187,-364622
3772,45.8,50470,63,34101,103517
3773,51.5,103296,61,69190,735529
3774,80.9,0,75,24764,228987
3775,75.9,0,71,74989,1028676
3776,89.4,0,60,33241,201291
3777,56.6,58205,74,28081,-232254
3778,93,0,68,64305,11502
3779,34.3,42017,62,39757,13792
3780,88.1,0,60,62193,424240
3781,63.9,0,59,35734,682744
3782,47.3,51080,73,36156,-175860
3783,69.2,0,60,44040,692058
3784,52.1,70110,56,47121,737869
3785,80.1,0,70,61548,688446
3786,38.8,76521,56,67184,461046
3787,66.5,0,58,52996,1029067
3788,73.3,0,58,72164,1087181
3789,89.5,0,70,61475,310507
3790,76.4,0,62,31603,457290
3791,91,0,64,62494,269780
3792,67.5,0,55,70008,1222237
3793,58.5,42653,65,22869,272127
3794,37.9,34623,66,30584,45596
3795,54.4,74585,64,58003,562127
3796,79.8,0,62,69363,767615
3797,77.7,0,67,29451,385437
3798,60.3,108848,64,59135,794692
3799,72.5,0,70,57037,955993
3800,54.6,58651,62,39628,444629
3801,87.4,0,63,66735,463969
3802,81.7,0,67,66664,683458
3803,70.5,0,62,32237,491419
3804,90.3,0,58,36526,158142
3805,82.9,0,70,45939,449706
3806,91.8,0,73,57246,96468
3807,71.6,0,71,59923,894802
3808,54.4,108166,59,66412,855624
3809,93.2,0,72,41384,52351
3810,88.9,0,56,75087,353605
3811,86.6,0,75,36745,289339
3812,44.1,69158,62,54975,261482
3813,49.1,105136,66,74044,104286
3814,44.8,46213,65,40593,200648
3815,76.9,0,71,28100,482621
3816,71.1,42835,72,21741,216823
3817,50.3,31490,56,21024,268362
3818,44.6,45681,70,36195,135270
3819,73.1,0,60,34063,556001
3820,45.5,53632,73,46494,-153679
3821,78.5,0,73,33970,414757
3822,46.5,90339,68,69792,53902
3823,34.6,29756,74,27524,-16645
3824,58.3,43472,66,27396,259850
3825,63.3,0,62,67053,1328292
3826,42.2,94312,56,77928,672102
3827,88.4,0,73,56241,395860
3828,50.3,39269,69,29299,37256
3829,87.9,0,61,41204,249318
3830,39.7,46289,73,42179,-33550
3831,53.5,48644,70,40582,242200
3832,79.9,0,68,46186,623201
3833,68,0,61,28782,569459
3834,69.4,0,68,31604,462389
3835,73,0,59,24904,499266
3836,82.8,0,65,23443,293255
3837,43.1,45951,64,41198,162675
3838,31.7,62116,59,58641,205963
3839,33.9,23020,72,20953,-20700
3840,71.3,0,59,37591,648176
3841,44.7,82192,57,63458,605944
3842,44.3,83594,73,66268,-312514
3843,91.4,0,65,31244,58077
3844,75.7,0,65,49930,579597
3845,89.4,0,57,36132,208849
3846,59.4,46652,69,24717,233466
3847,92.9,0,75,39408,19263
3848,77.5,0,62,63330,831704
3849,46.8,106239,69,75311,-138682
3850,40.7,63146,66,52930,606
3851,33.9,53030,64,49454,-1874
3852,93.6,0,64,75317,119870
3853,59.3,102031,65,63825,771646
3854,59.1,85916,60,73135,1327490
3855,80.8,0,64,54720,628979
3856,60.6,98215,66,63191,765972
3857,74.6,0,67,26845,424276
3858,76.1,0,55,30441,422466
3859,57.7,85148,65,55341,511268
3860,45.3,67213,65,50053,173798
3861,69.4,0,69,23656,406673
3862,43,95090,68,78231,-9826
3863,51.6,94174,63,65819,532111
3864,83.1,0,69,55452,586584
3865,69.1,87311,73,44368,474220
3866,44.3,43210,67,33897,27791
3867,42,30602,57,23926,210482
3868,77.1,0,60,50925,600139
3869,33.2,69927,73,65513,-320573
3870,95,0,66,62279,-1867
3871,35.3,26995,63,24232,20439
3872,63.7,0,57,28015,501711
3873,42.3,58889,72,52938,-68167
3874,55.9,50330,64,41561,501535
3875,95,0,74,75513,17231
3876,70.8,0,57,19793,269790
3877,35.2,64121,72,58415,-265428
3878,77,0,57,72157,933704
3879,89.7,0,65,36823,254409
3880,91.7,0,65,57604,206714
3881,68.6,0,67,21802,382048
3882,69.9,0,67,33927,629825
3883,73.5,0,59,69684,1036210
3884,43.2,68445,70,51490,-321965
3885,54.1,25139,64,21623,159412
3886,78.4,0,73,19945,260739
3887,80.6,0,59,69671,813706
3888,93,0,56,51213,144685
3889,44,88446,69,70020,-96021
3890,62.5,68760,73,44927,174680
3891,50.1,95434,58,64260,721521
3892,64.5,0,60,58334,1087677
3893,85,0,62,69745,646115
3894,80.2,0,66,76949,835407
3895,83.2,0,66,62904,675958
3896,31.4,66553,58,62685,273966
3897,48.4,32735,69,22824,-17594
3898,93.6,0,70,67799,98574
3899,36.1,37000,71,32835,-209273
3900,39.1,45680,58,37735,240554
3901,58.2,64023,63,38891,554455
3902,30.1,29366,56,28780,29073
3903,74.2,0,64,62485,921559
3904,63.9,40737,69,23880,201070
3905,55.6,48167,73,38602,124422
3906,82.3,0,73,28914,337894
3907,65,60524,68,32483,417931
3908,80.5,0,65,75653,842000
3909,90.1,0,61,50312,195645
3910,50.7,50147,57,40718,573998
3911,44.3,65755,58,48686,335828
3912,65.7,0,61,38712,626244
3913,45.8,81567,63,56982,131873
3914,53,111097,61,68919,640532
3915,85.7,0,60,52578,452545
3916,86.6,0,59,57419,358849
3917,71.2,0,69,77721,1245052
3918,41.2,47463,67,44619,100682
3919,70.3,0,55,25101,421468
3920,31.1,50195,64,48529,128814
3921,76.8,0,57,29190,379708
3922,44.5,30463,63,26796,185830
3923,94.6,0,71,23733,76495
3924,93.9,0,67,34212,10100
3925,76.8,0,66,49476,618280
3926,91.6,0,58,59278,274988
3927,90.9,0,65,24187,61204
3928,72.4,0,57,78455,1208004
3929,39.3,34457,58,29982,254866
3930,34.1,41076,71,37027,-47854
3931,65.8,0,61,36467,708593
3932,34.2,56014,56,52107,340027
3933,95,0,59,54722,102680
3934,46,52857,57,37375,374283
3935,92.1,0,63,73762,252576
3936,85.8,0,67,63489,479520
3937,39.4,58066,72,47523,-130418
3938,37.2,35267,73,32288,-162293
3939,73.7,0,64,76215,1130935
3940,89.6,0,58,64962,251388
3941,33.3,75297,56,70065,386512
3942,94.1,0,56,77400,41708
3943,60.3,0,55,33938,712469
3944,93.4,0,55,43811,178902
3945,78.9,0,73,20143,281939
3946,39,67193,71,58171,-138607
3947,40.5,79351,65,67446,49792
3948,56.4,104135,69,71758,333089
3949,93.5,0,69,57613,21027
3950,56.9,0,56,47452,1092971
3951,62.1,0,62,46983,835575
3952,42.5,95132,67,73225,-26248
3953,37,49341,57,43906,275272
3954,43.5,98051,55,75583,751683
3955,57.9,0,56,51546,1077579
3956,85.9,0,66,69292,512967
3957,31.1,29335,55,28075,157984
3958,80.1,0,61,61496,704455
3959,40.3,23524,72,20746,10687
3960,80,0,62,60930,611568
3961,46.9,38850,63,28976,99470
3962,82.8,0,69,37930,380689
3963,57.9,86549,64,63580,780577
3964,59.3,43898,62,37349,670524
3965,62.9,97553,67,71407,1030697
3966,44,39584,64,28389,152447
3967,71.8,0,71,62801,984126
3968,45.3,93240,66,64593,-1958
3969,58.7,60674,67,28529,-22506
3970,44.1,60518,68,47541,3837
3971,40,62296,70,55018,-65939
3972,42.9,52775,73,44984,-166251
3973,64.2,0,56,56177,1031645
3974,60.4,0,58,25369,524876
3975,66,0,65,62854,1113707
3976,45.3,56277,72,38380,-294874
3977,92.5,0,60,32475,31988
3978,77.7,0,73,40561,544581
3979,32.7,60663,68,57720,-89634
3980,85.3,0,59,34157,266940
3981,88.7,0,63,34899,186283
3982,31.8,22192,71,21234,16209
3983,30.8,52100,68,50846,-59072
3984,33.8,38292,55,33610,153417
3985,47.5,44317,72,32637,-160245
3986,40.6,48064,61,41006,204170
3987,78.7,0,75,36764,460056
3988,46.7,100019,60,70914,467050
3989,85.7,0,61,50249,405928
3990,92.2,0,72,73539,264650
3991,45.6,84411,73,71729,-137761
3992,48.7,89924,65,73650,380780
3993,78.8,0,71,64109,850927
3994,90.3,0,66,73453,295541
3995,73.4,0,59,57892,851423
3996,44.5,79125,69,58896,-156472
3997,74.7,0,63,37062,531904
3998,43.3,64105,70,44013,-287249
3999,78.2,0,60,56872,811945
4000,80.4,0,56,52798,568258
4001,63,87504,74,55052,160865
4002,32.3,34441,67,32815,-64383
4003,64.2,137018,65,69970,1161909
4004,36.7,83597,72,77782,-171542
4005,41.7,70368,75,59549,-215299
4006,60.4,135238,61,73608,1430403
4007,66.5,98615,69,63695,1029319
4008,68.8,0,64,59560,1038398
4009,89.4,0,60,40873,154834
4010,59,38592,66,28776,319443
4011,81.9,0,59,32440,276427
4012,83.2,0,69,54958,505592
4013,73.9,0,63,32412,476525
4014,90,0,64,62784,255779
4015,73.9,0,62,57639,958102
4016,92.4,0,59,59808,185593
4017,72.3,0,59,49524,803244
4018,70.6,0,56,66805,1076098
4019,67.2,42480,70,25015,331189
4020,87.6,0,62,50822,319324
4021,69.1,0,62,44159,775447
